,date,qty,price,count
165,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,0.85,299
166,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,0.95,48
167,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.25,509
168,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.45,125
169,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.49,26
170,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.55,3
171,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.65,404
172,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.69,47
173,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,1.95,146
174,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.08,10
175,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.1,284
176,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.12,2
177,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.25,1
178,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.55,194
179,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,2.95,515
180,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,3.25,24
181,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,3.35,5
182,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,3.45,9
183,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,3.75,431
184,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,3.95,117
185,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,4.0,1
186,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,4.15,11
187,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,4.25,156
188,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,4.65,45
189,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,4.95,447
190,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,5.45,29
191,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,5.49,3
192,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,5.75,6
193,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,5.95,297
194,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,6.25,1
195,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,6.35,13
196,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,6.45,9
197,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,6.75,84
198,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,6.95,24
199,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,7.25,3
200,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,7.45,1
201,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,7.5,1
202,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,7.65,6
203,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,7.95,407
204,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,8.5,240
205,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,8.95,22
206,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,9.95,219
207,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,10.65,4
208,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,10.75,5
209,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,10.95,25
210,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,12.75,140
211,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,14.95,67
212,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,15.0,8
213,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,15.95,6
214,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,16.95,44
215,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,18.0,26
216,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,19.95,4
217,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,24.95,2
218,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,28.0,5
219,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,34.95,1
220,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,35.95,2
221,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,39.95,4
222,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,40.0,7
223,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,49.95,1
224,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,59.95,1
225,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,65.0,1
226,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,125.0,5
227,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,145.0,3
228,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,165.0,2
229,"[Timestamp('2011-01-25 00:00:00'), Timestamp('2011-02-15 00:00:00')]",2.292017167381974,295.0,1
230,"[Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00')]",2.3822975517890774,0.16,1
231,"[Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00')]",2.3822975517890774,0.21,11
232,"[Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00')]",2.3822975517890774,0.29,10
233,"[Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00')]",2.3822975517890774,0.39,7
234,"[Timestamp('2011-02-16 00:00:00'), Timestamp('2011-03-09 00:00:00')]",2.3822975517890774,0.42,92
