,qty,id_item,price,count
10,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",1.69,7
11,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",1.95,14
12,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",2.1,4
13,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",2.55,42
14,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",2.95,10
15,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",4.25,4
16,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",4.95,6
17,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",5.95,19
18,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",6.75,3
19,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",6.95,49
20,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",7.5,7
21,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",7.65,4
22,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",8.5,8
23,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",9.95,4
24,2.083067092651757,"90143,22103,44092C,84755,35638A,84858C,21661,90160C,90018B,90096,85204,21414,23003,72801C,22254,35637A,35637C,22216,90000A,21087,90026D,20704,84821,22308,22309,90065A,20897,82095,20705,72140E,90024C,90014B,22679,90000D,72801D,85169D,90026B,90191,46776B,90024F,84429A,90100,90000B,35810A,90026C,90160D,16216,21833,22305,84466,21633,35809A,21066",12.75,12
25,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.06,1
26,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.08,1
27,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.12,5
28,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.29,3
29,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.35,3
30,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.38,1
31,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.39,1
32,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.42,3
33,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.79,6
34,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.83,10
35,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",0.85,5
36,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",1.25,45
37,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",1.45,43
38,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",1.65,117
39,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",1.95,12
40,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",2.08,131
41,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",2.1,4
42,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",2.55,2
43,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",2.95,34
44,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",3.29,2
45,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",3.75,11
46,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",6.35,1
47,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",6.75,1
48,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",7.5,3
49,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",7.95,1
50,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",8.15,20
51,2.113490364025696,"90199B,20795,23681,16207A,16254,23310,23223,23664,90065B,22128,23583,35598C,35599D,20668,23481,84952A,23432,90181A,22024,23581,23497,16219,23303,23478,90162C,20837,23428,84926F,71050,90119,23058,23597,17191A,51014A,79157B,23523,35910B,90176B,23598,23305,23582,23495,35638B,23467,16259,35819P,90176A,23496,23304,90036C,90069,23567,20619",8.95,1
52,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.19,2
53,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.29,13
54,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.39,2
55,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.42,4
56,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.65,1
57,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.79,9
58,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.83,3
59,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",0.85,4
60,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",1.25,5
61,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",1.45,29
62,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",1.49,2
63,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",1.65,1
64,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",1.95,31
65,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",2.08,38
66,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",2.1,1
67,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",2.55,2
68,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",2.89,21
69,1.861904761904762,"23552,23430,23561,23575,79161A,90214F,22125,84661C,23476,90130A,23429,72369A,90214P,84201B,23475,23695,90130B,23442,23578,90214S,71510,84661A,23576,84086C,23580,23560,90214C,23441,84086B,90214I,90214G,85216,23498,23562,84661B,84550,72811,17174,90011A,20840,22923,22395,23271,90214H,85111,90214E,84976,23036,23440,23435,84206B,72783,23160",2.95,10
